State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"AL","Widows Creek","50","8","2016","34.8825","-85.7547","Tennessee Valley Authority","Tennessee Valley Authority",
"AR","Carl Bailey","202","01","2015","35.2597","-91.3631","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Carl Bailey","202","01","2016","35.2597","-91.3631","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","City Water & Light - City of Jonesboro","56505","SN04","2015","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","City Water & Light - City of Jonesboro","56505","SN04","2016","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","City Water & Light - City of Jonesboro","56505","SN06","2015","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","City Water & Light - City of Jonesboro","56505","SN06","2016","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","City Water & Light - City of Jonesboro","56505","SN07","2015","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","City Water & Light - City of Jonesboro","56505","SN07","2016","35.8481","-90.7257","Jonesboro City Water and Light","Jonesboro City Water and Light",
"AR","Dell Power Plant","55340","1","2015","35.8619","-90.0253","Associated Electric Cooperative, Inc.","Associated Electric Cooperative, Inc.",
"AR","Dell Power Plant","55340","1","2016","35.8619","-90.0253","Associated Electric Cooperative, Inc.","Associated Electric Cooperative, Inc.",
"AR","Dell Power Plant","55340","2","2015","35.8619","-90.0253","Associated Electric Cooperative, Inc.","Associated Electric Cooperative, Inc.",
"AR","Dell Power Plant","55340","2","2016","35.8619","-90.0253","Associated Electric Cooperative, Inc.","Associated Electric Cooperative, Inc.",
"AR","Flint Creek Power Plant","6138","1","2015","36.2561","-94.5241","Arkansas Electric Cooperative Corporation, Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Flint Creek Power Plant","6138","1","2016","36.2561","-94.5241","Arkansas Electric Cooperative Corporation, Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Fulton","7825","CT1","2015","33.6094","-93.7924","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Fulton","7825","CT1","2016","33.6094","-93.7924","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Harry D. Mattison Power Plant","56328","1","2015","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","1","2016","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","2","2015","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","2","2016","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","3","2015","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","3","2016","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","4","2015","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Harry D. Mattison Power Plant","56328","4","2016","36.1855","-94.2841","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Hot Spring  Energy Facility","55418","CT-1","2015","34.2963","-92.8683","Entergy Corporation","Entergy Corporation",
"AR","Hot Spring  Energy Facility","55418","CT-1","2016","34.2963","-92.8683","Entergy Corporation","Entergy Corporation",
"AR","Hot Spring  Energy Facility","55418","CT-2","2015","34.2963","-92.8683","Entergy Corporation","Entergy Corporation",
"AR","Hot Spring  Energy Facility","55418","CT-2","2016","34.2963","-92.8683","Entergy Corporation","Entergy Corporation",
"AR","Independence","6641","1","2015","35.6733","-91.4083","Arkansas Electric Cooperative Corporation, City of Jonesboro, City of Osceola, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","Independence","6641","1","2016","35.6733","-91.4083","Arkansas Electric Cooperative Corporation, City of Jonesboro, City of Osceola, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","Independence","6641","2","2015","35.6733","-91.4083","Arkansas Electric Cooperative Corporation, City of Jonesboro, City of Osceola, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","Independence","6641","2","2016","35.6733","-91.4083","Arkansas Electric Cooperative Corporation, City of Jonesboro, City of Osceola, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","John W. Turk Jr. Power Plant","56564","SN-01","2015","33.6497","-93.8119","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","John W. Turk Jr. Power Plant","56564","SN-01","2016","33.6497","-93.8119","Southwestern Electric Power Company","Southwestern Electric Power Company",
"AR","Lake Catherine","170","4","2015","34.4341","-92.9046","Entergy Corporation","Entergy Corporation",
"AR","Lake Catherine","170","4","2016","34.4341","-92.9046","Entergy Corporation","Entergy Corporation",
"AR","Magnet Cove Generating Station","55714","SN-01","2015","34.4304","-92.8333","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Magnet Cove Generating Station","55714","SN-01","2016","34.4304","-92.8333","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Magnet Cove Generating Station","55714","SN-02","2015","34.4304","-92.8333","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Magnet Cove Generating Station","55714","SN-02","2016","34.4304","-92.8333","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","McClellan","203","01","2015","33.5648","-92.7917","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","McClellan","203","01","2016","33.5648","-92.7917","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G1","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G1","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G2","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G2","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G3","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G3","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G4","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G4","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G5","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G5","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G6","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G6","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G7","2015","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Oswald Generating Station","55221","G7","2016","34.5923","-92.2166","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Pine Bluff Energy Center","55075","CT-1","2015","34.2181","-91.9025","Pine Bluff Energy, LLC","Calpine Operating Services Company, Inc.",
"AR","Pine Bluff Energy Center","55075","CT-1","2016","34.2181","-91.9025","Pine Bluff Energy, LLC","Calpine Operating Services Company, Inc.",
"AR","Plum Point Energy Station","56456","1","2015","35.6626","-89.9469","East Texas Electric Cooperative, Inc., Empire District Electric Company, Missouri Joint Municipal Electric Utility Commission, Municipal Energy Agency of Mississippi, Plum Point Energy Associates, Inc.","Plum Point Energy Associates, Inc.",
"AR","Plum Point Energy Station","56456","1","2016","35.6626","-89.9469","East Texas Electric Cooperative, Inc., Empire District Electric Company, Missouri Joint Municipal Electric Utility Commission, Municipal Energy Agency of Mississippi, Plum Point Energy Associates, Inc.","Plum Point Energy Associates, Inc.",
"AR","Thomas Fitzhugh","201","2","2015","35.4617","-93.8053","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Thomas Fitzhugh","201","2","2016","35.4617","-93.8053","Arkansas Electric Cooperative Corporation","Arkansas Electric Cooperative Corporation",
"AR","Union Power Station","55380","CTG-1","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-1","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-2","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-2","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-3","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-3","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-4","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-4","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-5","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-5","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-6","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-6","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-7","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-7","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-8","2015","33.2961","-92.5933","Union Power Partners, LP","Union Power Partners, LP",
"AR","Union Power Station","55380","CTG-8","2016","33.2961","-92.5933","Entergy Corporation, Union Power Partners, LP","Entergy Corporation, Union Power Partners, LP",
"AR","White Bluff","6009","1","2015","34.4236","-92.1392","Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","White Bluff","6009","1","2016","34.4236","-92.1392","Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","White Bluff","6009","2","2015","34.4236","-92.1392","Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AR","White Bluff","6009","2","2016","34.4236","-92.1392","Arkansas Electric Cooperative Corporation, City of Jonesboro, Conway Corporation, Entergy Corporation, West Memphis Utilities","Entergy Corporation",
"AZ","APS Saguaro Power Plant","118","CT3","2015","32.5517","-111.3","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS Saguaro Power Plant","118","CT3","2016","32.5517","-111.3","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC4","2015","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC4","2016","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC5A","2015","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC5A","2016","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC5B","2015","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","APS West Phoenix Power Plant","117","CC5B","2016","33.4417","-112.1583","Arizona Public Service Company","Arizona Public Service Company",
"AZ","Agua Fria Generating Station","141","1","2015","33.5542","-112.2161","Salt River Project","Salt River Project",
"AZ","Agua Fria Generating Station","141","1","2016","33.5542","-112.2161","Salt River Project","Salt River Project",
"AZ","Agua Fria Generating Station","141","2","2015","33.5542","-112.2161","Salt River Project","Salt River Project",
"AZ","Agua Fria Generating Station","141","2","2016","33.5542","-112.2161","Salt River Project","Salt River Project",
"AZ","Agua Fria Generating Station","141","3","2015","33.5542","-112.2161","Salt River Project","Salt River Project",
